p_id,第一眼,第二眼,第三眼,关键词串,视觉化要点,一句话
PS00710,散漫,柔软,从容,散漫、柔软、从容,散漫→收紧动作幅度与表情；柔软→结构不对称；从容→层叠结构,第一眼散漫，第二眼柔软，第三眼从容
PS00711,慵懒,通透,聪慧,慵懒、通透、聪慧,慵懒→收紧动作幅度与表情；通透→材质温润；聪慧→层叠结构,第一眼慵懒，第二眼通透，第三眼聪慧
PS00712,狠戾,执拗,克制,狠戾、执拗、克制,狠戾→收紧动作幅度与表情；执拗→稳定眼神；克制→简洁剪影,第一眼狠戾，第二眼执拗，第三眼克制
PS00713,沉静,神秘,孤傲,沉静、神秘、孤傲,沉静→收紧动作幅度与表情；神秘→放松眼尾/嘴角；孤傲→破损细节,第一眼沉静，第二眼神秘，第三眼孤傲
PS00714,躁动,散漫,慵懒,躁动、散漫、慵懒,躁动→收紧动作幅度与表情；散漫→非人平静；慵懒→层叠结构,第一眼躁动，第二眼散漫，第三眼慵懒
PS00715,悲悯,沉稳,执拗,悲悯、沉稳、执拗,悲悯→收紧动作幅度与表情；沉稳→强烈轮廓；执拗→反差配色,第一眼悲悯，第二眼沉稳，第三眼执拗
PS00716,聪慧,坚毅,克制,聪慧、坚毅、克制,聪慧→收紧动作幅度与表情；坚毅→强烈轮廓；克制→层叠结构,第一眼聪慧，第二眼坚毅，第三眼克制
PS00717,放纵,野性,柔软,放纵、野性、柔软,放纵→收紧动作幅度与表情；野性→结构不对称；柔软→反差配色,第一眼放纵，第二眼野性，第三眼柔软
PS00718,放纵,沉静,从容,放纵、沉静、从容,放纵→收紧动作幅度与表情；沉静→材质温润；从容→破损细节,第一眼放纵，第二眼沉静，第三眼从容
PS00719,亲和,疯狂,病弱,亲和、疯狂、病弱,亲和→收紧动作幅度与表情；疯狂→结构不对称；病弱→高洁材质,第一眼亲和，第二眼疯狂，第三眼病弱
PS00720,亲和,悲悯,强健,亲和、悲悯、强健,亲和→收紧动作幅度与表情；悲悯→放松眼尾/嘴角；强健→简洁剪影,第一眼亲和，第二眼悲悯，第三眼强健
PS00721,警觉,悲悯,坚毅,警觉、悲悯、坚毅,警觉→收紧动作幅度与表情；悲悯→放松眼尾/嘴角；坚毅→高洁材质,第一眼警觉，第二眼悲悯，第三眼坚毅
PS00722,温雅,可靠,警觉,温雅、可靠、警觉,温雅→收紧动作幅度与表情；可靠→结构不对称；警觉→破损细节,第一眼温雅，第二眼可靠，第三眼警觉
PS00723,野性,暴烈,妖异,野性、暴烈、妖异,野性→收紧动作幅度与表情；暴烈→结构不对称；妖异→简洁剪影,第一眼野性，第二眼暴烈，第三眼妖异
PS00724,坦然,通透,张扬,坦然、通透、张扬,坦然→收紧动作幅度与表情；通透→强烈轮廓；张扬→高洁材质,第一眼坦然，第二眼通透，第三眼张扬
PS00725,疏离,散漫,天真,疏离、散漫、天真,疏离→收紧动作幅度与表情；散漫→结构不对称；天真→层叠结构,第一眼疏离，第二眼散漫，第三眼天真
PS00726,神秘,野性,神性,神秘、野性、神性,神秘→收紧动作幅度与表情；野性→强烈轮廓；神性→层叠结构,第一眼神秘，第二眼野性，第三眼神性
PS00727,从容,病弱,清冷,从容、病弱、清冷,从容→收紧动作幅度与表情；病弱→强烈轮廓；清冷→高洁材质,第一眼从容，第二眼病弱，第三眼清冷
PS00728,执拗,沉稳,妖异,执拗、沉稳、妖异,执拗→收紧动作幅度与表情；沉稳→材质温润；妖异→高洁材质,第一眼执拗，第二眼沉稳，第三眼妖异
PS00729,凌厉,坚毅,通透,凌厉、坚毅、通透,凌厉→收紧动作幅度与表情；坚毅→结构不对称；通透→反差配色,第一眼凌厉，第二眼坚毅，第三眼通透
PS00730,阴郁,柔软,坦然,阴郁、柔软、坦然,阴郁→收紧动作幅度与表情；柔软→锐利眼型；坦然→高洁材质,第一眼阴郁，第二眼柔软，第三眼坦然
PS00731,暴烈,通透,清冷,暴烈、通透、清冷,暴烈→收紧动作幅度与表情；通透→锐利眼型；清冷→反差配色,第一眼暴烈，第二眼通透，第三眼清冷
PS00732,天真,高贵,狠戾,天真、高贵、狠戾,天真→收紧动作幅度与表情；高贵→非人平静；狠戾→高洁材质,第一眼天真，第二眼高贵，第三眼狠戾
PS00733,阴郁,温柔,躁动,阴郁、温柔、躁动,阴郁→收紧动作幅度与表情；温柔→材质温润；躁动→层叠结构,第一眼阴郁，第二眼温柔，第三眼躁动
PS00734,警觉,执拗,明亮,警觉、执拗、明亮,警觉→收紧动作幅度与表情；执拗→强烈轮廓；明亮→简洁剪影,第一眼警觉，第二眼执拗，第三眼明亮
PS00735,叛逆,高贵,躁动,叛逆、高贵、躁动,叛逆→收紧动作幅度与表情；高贵→结构不对称；躁动→层叠结构,第一眼叛逆，第二眼高贵，第三眼躁动
PS00736,克制,明亮,危险,克制、明亮、危险,克制→收紧动作幅度与表情；明亮→放松眼尾/嘴角；危险→反差配色,第一眼克制，第二眼明亮，第三眼危险
PS00737,凌厉,沉稳,温润,凌厉、沉稳、温润,凌厉→收紧动作幅度与表情；沉稳→锐利眼型；温润→高洁材质,第一眼凌厉，第二眼沉稳，第三眼温润
PS00738,危险,张扬,亲和,危险、张扬、亲和,危险→收紧动作幅度与表情；张扬→稳定眼神；亲和→层叠结构,第一眼危险，第二眼张扬，第三眼亲和
PS00739,孤傲,温润,神秘,孤傲、温润、神秘,孤傲→收紧动作幅度与表情；温润→放松眼尾/嘴角；神秘→层叠结构,第一眼孤傲，第二眼温润，第三眼神秘
PS00740,明亮,放纵,执拗,明亮、放纵、执拗,明亮→收紧动作幅度与表情；放纵→非人平静；执拗→反差配色,第一眼明亮，第二眼放纵，第三眼执拗
PS00741,疯狂,虔诚,危险,疯狂、虔诚、危险,疯狂→收紧动作幅度与表情；虔诚→强烈轮廓；危险→简洁剪影,第一眼疯狂，第二眼虔诚，第三眼危险
PS00742,坚毅,躁动,隐忍,坚毅、躁动、隐忍,坚毅→收紧动作幅度与表情；躁动→材质温润；隐忍→简洁剪影,第一眼坚毅，第二眼躁动，第三眼隐忍
PS00743,坚毅,温雅,张扬,坚毅、温雅、张扬,坚毅→收紧动作幅度与表情；温雅→锐利眼型；张扬→简洁剪影,第一眼坚毅，第二眼温雅，第三眼张扬
PS00744,亲和,警觉,市井,亲和、警觉、市井,亲和→收紧动作幅度与表情；警觉→材质温润；市井→破损细节,第一眼亲和，第二眼警觉，第三眼市井
PS00745,温润,克制,张扬,温润、克制、张扬,温润→收紧动作幅度与表情；克制→稳定眼神；张扬→简洁剪影,第一眼温润，第二眼克制，第三眼张扬
PS00746,沉稳,聪慧,隐忍,沉稳、聪慧、隐忍,沉稳→收紧动作幅度与表情；聪慧→放松眼尾/嘴角；隐忍→简洁剪影,第一眼沉稳，第二眼聪慧，第三眼隐忍
PS00747,强健,沉静,神秘,强健、沉静、神秘,强健→收紧动作幅度与表情；沉静→稳定眼神；神秘→层叠结构,第一眼强健，第二眼沉静，第三眼神秘
PS00748,凌厉,沉稳,隐忍,凌厉、沉稳、隐忍,凌厉→收紧动作幅度与表情；沉稳→锐利眼型；隐忍→层叠结构,第一眼凌厉，第二眼沉稳，第三眼隐忍
PS00749,神性,强健,亲和,神性、强健、亲和,神性→收紧动作幅度与表情；强健→结构不对称；亲和→简洁剪影,第一眼神性，第二眼强健，第三眼亲和
PS00750,凌厉,沉静,直率,凌厉、沉静、直率,凌厉→收紧动作幅度与表情；沉静→结构不对称；直率→简洁剪影,第一眼凌厉，第二眼沉静，第三眼直率
PS00751,克制,放纵,通透,克制、放纵、通透,克制→收紧动作幅度与表情；放纵→稳定眼神；通透→反差配色,第一眼克制，第二眼放纵，第三眼通透
PS00752,疯狂,坚毅,凌厉,疯狂、坚毅、凌厉,疯狂→收紧动作幅度与表情；坚毅→锐利眼型；凌厉→反差配色,第一眼疯狂，第二眼坚毅，第三眼凌厉
PS00753,慵懒,天真,虔诚,慵懒、天真、虔诚,慵懒→收紧动作幅度与表情；天真→稳定眼神；虔诚→反差配色,第一眼慵懒，第二眼天真，第三眼虔诚
PS00754,病弱,暴烈,温雅,病弱、暴烈、温雅,病弱→收紧动作幅度与表情；暴烈→锐利眼型；温雅→简洁剪影,第一眼病弱，第二眼暴烈，第三眼温雅
PS00755,悲悯,从容,隐忍,悲悯、从容、隐忍,悲悯→收紧动作幅度与表情；从容→非人平静；隐忍→层叠结构,第一眼悲悯，第二眼从容，第三眼隐忍
PS00756,散漫,克己,温润,散漫、克己、温润,散漫→收紧动作幅度与表情；克己→强烈轮廓；温润→层叠结构,第一眼散漫，第二眼克己，第三眼温润
PS00757,直率,慵懒,亲和,直率、慵懒、亲和,直率→收紧动作幅度与表情；慵懒→放松眼尾/嘴角；亲和→层叠结构,第一眼直率，第二眼慵懒，第三眼亲和
PS00758,天真,明亮,清冷,天真、明亮、清冷,天真→收紧动作幅度与表情；明亮→锐利眼型；清冷→层叠结构,第一眼天真，第二眼明亮，第三眼清冷
PS00759,聪慧,明亮,阴郁,聪慧、明亮、阴郁,聪慧→收紧动作幅度与表情；明亮→强烈轮廓；阴郁→简洁剪影,第一眼聪慧，第二眼明亮，第三眼阴郁
PS00760,悲悯,野性,警觉,悲悯、野性、警觉,悲悯→收紧动作幅度与表情；野性→强烈轮廓；警觉→高洁材质,第一眼悲悯，第二眼野性，第三眼警觉
PS00761,散漫,柔软,阴郁,散漫、柔软、阴郁,散漫→收紧动作幅度与表情；柔软→材质温润；阴郁→反差配色,第一眼散漫，第二眼柔软，第三眼阴郁
PS00762,冷酷,阴郁,直率,冷酷、阴郁、直率,冷酷→收紧动作幅度与表情；阴郁→放松眼尾/嘴角；直率→高洁材质,第一眼冷酷，第二眼阴郁，第三眼直率
PS00763,市井,神性,克制,市井、神性、克制,市井→收紧动作幅度与表情；神性→材质温润；克制→破损细节,第一眼市井，第二眼神性，第三眼克制
PS00764,明亮,阴郁,神秘,明亮、阴郁、神秘,明亮→收紧动作幅度与表情；阴郁→结构不对称；神秘→层叠结构,第一眼明亮，第二眼阴郁，第三眼神秘
PS00765,通透,神性,强健,通透、神性、强健,通透→收紧动作幅度与表情；神性→锐利眼型；强健→高洁材质,第一眼通透，第二眼神性，第三眼强健
PS00766,坚毅,清冷,放纵,坚毅、清冷、放纵,坚毅→收紧动作幅度与表情；清冷→放松眼尾/嘴角；放纵→高洁材质,第一眼坚毅，第二眼清冷，第三眼放纵
PS00767,高贵,疏离,可靠,高贵、疏离、可靠,高贵→收紧动作幅度与表情；疏离→结构不对称；可靠→层叠结构,第一眼高贵，第二眼疏离，第三眼可靠
PS00768,亲和,放纵,温柔,亲和、放纵、温柔,亲和→收紧动作幅度与表情；放纵→材质温润；温柔→破损细节,第一眼亲和，第二眼放纵，第三眼温柔
PS00769,妖异,孤傲,神秘,妖异、孤傲、神秘,妖异→收紧动作幅度与表情；孤傲→结构不对称；神秘→层叠结构,第一眼妖异，第二眼孤傲，第三眼神秘
PS00770,凌厉,神秘,直率,凌厉、神秘、直率,凌厉→收紧动作幅度与表情；神秘→结构不对称；直率→破损细节,第一眼凌厉，第二眼神秘，第三眼直率
PS00771,温雅,神秘,通透,温雅、神秘、通透,温雅→收紧动作幅度与表情；神秘→稳定眼神；通透→破损细节,第一眼温雅，第二眼神秘，第三眼通透
PS00772,虔诚,温柔,散漫,虔诚、温柔、散漫,虔诚→收紧动作幅度与表情；温柔→非人平静；散漫→层叠结构,第一眼虔诚，第二眼温柔，第三眼散漫
PS00773,执拗,散漫,可靠,执拗、散漫、可靠,执拗→收紧动作幅度与表情；散漫→材质温润；可靠→层叠结构,第一眼执拗，第二眼散漫，第三眼可靠
PS00774,阴郁,温雅,执拗,阴郁、温雅、执拗,阴郁→收紧动作幅度与表情；温雅→稳定眼神；执拗→层叠结构,第一眼阴郁，第二眼温雅，第三眼执拗
PS00775,神秘,直率,沧桑,神秘、直率、沧桑,神秘→收紧动作幅度与表情；直率→放松眼尾/嘴角；沧桑→层叠结构,第一眼神秘，第二眼直率，第三眼沧桑
PS00776,局促,叛逆,妖异,局促、叛逆、妖异,局促→收紧动作幅度与表情；叛逆→稳定眼神；妖异→破损细节,第一眼局促，第二眼叛逆，第三眼妖异
PS00777,清冷,局促,隐忍,清冷、局促、隐忍,清冷→收紧动作幅度与表情；局促→非人平静；隐忍→简洁剪影,第一眼清冷，第二眼局促，第三眼隐忍
PS00778,沉稳,疯狂,直率,沉稳、疯狂、直率,沉稳→收紧动作幅度与表情；疯狂→非人平静；直率→破损细节,第一眼沉稳，第二眼疯狂，第三眼直率
PS00779,神性,强健,病弱,神性、强健、病弱,神性→收紧动作幅度与表情；强健→稳定眼神；病弱→反差配色,第一眼神性，第二眼强健，第三眼病弱
PS00780,神秘,阴郁,狠戾,神秘、阴郁、狠戾,神秘→收紧动作幅度与表情；阴郁→材质温润；狠戾→层叠结构,第一眼神秘，第二眼阴郁，第三眼狠戾
PS00781,冷酷,聪慧,市井,冷酷、聪慧、市井,冷酷→收紧动作幅度与表情；聪慧→材质温润；市井→破损细节,第一眼冷酷，第二眼聪慧，第三眼市井
PS00782,聪慧,张扬,坦然,聪慧、张扬、坦然,聪慧→收紧动作幅度与表情；张扬→放松眼尾/嘴角；坦然→高洁材质,第一眼聪慧，第二眼张扬，第三眼坦然
PS00783,通透,坦然,坚毅,通透、坦然、坚毅,通透→收紧动作幅度与表情；坦然→稳定眼神；坚毅→高洁材质,第一眼通透，第二眼坦然，第三眼坚毅
PS00784,疯狂,隐忍,疏离,疯狂、隐忍、疏离,疯狂→收紧动作幅度与表情；隐忍→材质温润；疏离→反差配色,第一眼疯狂，第二眼隐忍，第三眼疏离
PS00785,温柔,沉稳,市井,温柔、沉稳、市井,温柔→收紧动作幅度与表情；沉稳→稳定眼神；市井→破损细节,第一眼温柔，第二眼沉稳，第三眼市井
PS00786,可靠,警觉,执拗,可靠、警觉、执拗,可靠→收紧动作幅度与表情；警觉→结构不对称；执拗→层叠结构,第一眼可靠，第二眼警觉，第三眼执拗
PS00787,温雅,野性,神秘,温雅、野性、神秘,温雅→收紧动作幅度与表情；野性→稳定眼神；神秘→简洁剪影,第一眼温雅，第二眼野性，第三眼神秘
PS00788,叛逆,温柔,执拗,叛逆、温柔、执拗,叛逆→收紧动作幅度与表情；温柔→非人平静；执拗→反差配色,第一眼叛逆，第二眼温柔，第三眼执拗
PS00789,狠戾,神秘,亲和,狠戾、神秘、亲和,狠戾→收紧动作幅度与表情；神秘→稳定眼神；亲和→反差配色,第一眼狠戾，第二眼神秘，第三眼亲和
